CBL,,,,,,,,,"lateral hemisphere of cerebellum (layers 1, 2, 3)",,,,,,,,,,
CBLA,,,,,,,,,,"lateral hemisphere, anterior lobe portion",,,,,,,,,
CBLAm,,,,,,,,,,,molecular layer of CBLA,,,,,,,,
CBLAp,,,,,,,,,,,Purkinje cell layer of CBLA,,,,,,,,
CBLAg,,,,,,,,,,,granular cell layer of CBLA,,,,,,,,
CBLP,,,,,,,,,,"lateral hemisphere, posterior lobe portion",,,,,,,,,
CBLPs,,,,,,,,,,,"lateral hemisphere, posterior lobe portion, superior part",,,,,,,,
CBLPsm,,,,,,,,,,,,molecular layer of CBLPs,,,,,,,
CBLPsp,,,,,,,,,,,,Purkinje cell layer of CBLPs,,,,,,,
CBLPsg,,,,,,,,,,,,granular cell layer of CBLPs,,,,,,,
CBLPi,,,,,,,,,,,"lateral hemisphere, posterior lobe portion, inferior part",,,,,,,,
CBLPim,,,,,,,,,,,,molecular layer of CBLPi,,,,,,,
CBLPip,,,,,,,,,,,,Purkinje cell layer of CBLPi,,,,,,,
CBLPig,,,,,,,,,,,,granular cell layer of CBLPi,,,,,,,
CBLF,,,,,,,,,,"lateral hemisphere, flocculonodular lobe portion",,,,,,,,,
CBLFm,,,,,,,,,,,molecular layer of CBLF,,,,,,,,
CBLFp,,,,,,,,,,,Purkinje cell layer of CBLF,,,,,,,,
CBLFg,,,,,,,,,,,granular cell layer of CBLF,,,,,,,,
CbDN,,,,,,,cerebellar deep nuclei,,,,,,,,,,,,
DT,,,,,,,,dentate (lateral) nucleus,,,,,,,,,,,
DTlv,,,,,,,,,"dentate nucleus, lateroventral part",,,,,,,,,,
DTmd,,,,,,,,,"dentate nucleus, mediodorsal part",,,,,,,,,,
InP,,,,,,,,interpositus (intermediate) nucleus,,,,,,,,,,,
InPM,,,,,,,,,medial interpositus (globose) nucleus,,,,,,,,,,
InPL,,,,,,,,,lateral interpositus (emboliform) nucleus,,,,,,,,,,
Fas,,,,,,,,fastigial (medial) nucleus,,,,,,,,,,,
FasL,,,,,,,,,"fastigial nucleus, lateral part",,,,,,,,,,
FasM,,,,,,,,,"fastigial nucleus, medial part",,,,,,,,,,
BIcb,,,,,,,,basal interstitial nucleus of cerebellum,,,,,,,,,,,
Pn,,,,,,pons,,,,,,,,,,,,,
PnBa,,,,,,,basilar part of pons,,,,,,,,,,,,
PN,,,,,,,,pontine nucleus,,,,,,,,,,,
PNd,,,,,,,,,dorsal nucleus,,,,,,,,,,
PNdl,,,,,,,,,dorsolateral nucleus,,,,,,,,,,
PNdm,,,,,,,,,dorsomedial nucleus,,,,,,,,,,
PNl,,,,,,,,,lateral nucleus,,,,,,,,,,
PNm,,,,,,,,,median nucleus,,,,,,,,,,
PNpar,,,,,,,,,paramedian nucleus,,,,,,,,,,
PNped,,,,,,,,,peduncular nucleus,,,,,,,,,,
RTg,,,,,,,,,reticulotegmental nucleus,,,,,,,,,,
PnTg,,,,,,,pontine tegmentum,,,,,,,,,,,,
PnEN,,,,,,,,efferent nuclei of cranial nerves in pons,,,,,,,,,,,
6N,,,,,,,,,abducens nucleus,,,,,,,,,,
Acs7,,,,,,,,,accessory facial nucleus,,,,,,,,,,
7N,,,,,,,,,facial nucleus,,,,,,,,,,
7D,,,,,,,,,,"facial nucleus, dorsal subnucleus",,,,,,,,,
7VI,,,,,,,,,,"facial nucleus, ventrointermediate subnucleus",,,,,,,,,
7VM,,,,,,,,,,"facial nucleus, ventromedial subnucleus",,,,,,,,,
7SH,,,,,,,,,,"facial nucleus,stylohyoid part",,,,,,,,,
7VL,,,,,,,,,,"facial nucleus, ventrolateral subnucleus",,,,,,,,,
Lac,,,,,,,,,lacrimal nucleus,,,,,,,,,,
Mo5,,,,,,,,,motor nucleus of trigeminal nerve,,,,,,,,,,
Mo5lpt,,,,,,,,,,"motor nucleus of trigeminal nerve, lateral pterygoid part",,,,,,,,,
Mo5ma,,,,,,,,,,"motor nucleus of trigeminal nerve, masseter part",,,,,,,,,
Mo5mpt,,,,,,,,,,"motor nucleus of trigeminal nerve, medial pterygoid part",,,,,,,,,
Mo5my,,,,,,,,,,"motor nucleus of trigeminal nerve, mylohyoid part",,,,,,,,,
Mo5te,,,,,,,,,,"motor nucleus of trigeminal nerve, temporalis part",,,,,,,,,
SuSV,,,,,,,,,superior salivatory nucleus,,,,,,,,,,
PnAN,,,,,,,,afferent nuclei of cranial nerves in pons,,,,,,,,,,,
8Co,,,,,,,,,cochlear nuclei,,,,,,,,,,
DCo,,,,,,,,,,dorsal cochlear nucleus,,,,,,,,,
GrCo,,,,,,,,,,granular cell layer of cochlear nuclei,,,,,,,,,
VCo,,,,,,,,,,ventral cochlear nucleus,,,,,,,,,
VCoR,,,,,,,,,,,"ventral cochlear nucleus, rostral part",,,,,,,,
VCoC,,,,,,,,,,,"ventral cochlear nucleus, caudal part",,,,,,,,
Me5-p,,,,,,,,,"mesencephalic nucleus of trigeminal nerve, pontine part",,,,,,,,,,
Pr5,,,,,,,,,principal sensory nucleus of trigeminal nerve,,,,,,,,,,
Pr5dm,,,,,,,,,,dorsomedial nucleus of Pr5,,,,,,,,,
Pr5vl,,,,,,,,,,ventrolateral nucleus of Pr5,,,,,,,,,
Sp5o,,,,,,,,,"spinal nucleus of trigeminal nerve, oral subnucleus",,,,,,,,,,
8Ve-p,,,,,,,,,vestibular nuclei in pons,,,,,,,,,,
LVe,,,,,,,,,,lateral vestibular nucleus,,,,,,,,,
LVeMC,,,,,,,,,,,"lateral vestibular nucleus, magnocellular part",,,,,,,,
LVePC,,,,,,,,,,,"lateral vestibular nucleus, parvicellular part",,,,,,,,
SuVe,,,,,,,,,,superior vestibular nucleus,,,,,,,,,
VTg,,,,,,,,ventral tegmental nucleus,,,,,,,,,,,
VTgR,,,,,,,,,"ventral tegmental nucleus, rostral extension",,,,,,,,,,
VTgI,,,,,,,,,"ventral tegmental nucleus, infrafascicular part",,,,,,,,,,
VTgP,,,,,,,,,"ventral tegmental nucleus, principal part",,,,,,,,,,
VTgS,,,,,,,,,"ventral tegmental nucleus, suprafascicular part",,,,,,,,,,
PnAR,,,,,,,,auditory relay nuclei in pons,,,,,,,,,,,
LLN,,,,,,,,,nuclei of lateral lemniscus,,,,,,,,,,
DLL,,,,,,,,,,dorsal nucleus of lateral lemniscus,,,,,,,,,
ILL,,,,,,,,,,intermediate nucleus of lateral lemniscus,,,,,,,,,
VLL,,,,,,,,,,ventral nucleus of lateral lemniscus,,,,,,,,,
TrZ,,,,,,,,,nucleus of trapezoid body,,,,,,,,,,
TrZl,,,,,,,,,,lateral nucleus of trapezoid body,,,,,,,,,
TrZm,,,,,,,,,,medial nucleus of trapezoid body,,,,,,,,,
TrZv,,,,,,,,,,ventral nucleus of trapezoid body,,,,,,,,,
SOC,,,,,,,,,superior olivary complex,,,,,,,,,,
POI,,,,,,,,,,periolivary nuclei,,,,,,,,,
LPOI,,,,,,,,,,,lateral periolivary nucleus,,,,,,,,
MPOI,,,,,,,,,,,medial periolivary nucleus,,,,,,,,
RO,,,,,,,,,,retro-olivary cell group,,,,,,,,,
SOI,,,,,,,,,,superior olivary nucleus,,,,,,,,,
LSO,,,,,,,,,,,lateral superior olivary nucleus,,,,,,,,
MSO,,,,,,,,,,,medial superior olive,,,,,,,,
SPO,,,,,,,,,,superior paraolivary nucleus,,,,,,,,,
PrO,,,,,,,,,preolivary nucleus,,,,,,,,,,
PnRa,,,,,,,,raphe pontis nucleus,,,,,,,,,,,
DR-p,,,,,,,,,dorsal raphe nucleus,,,,,,,,,,
MnR-p,,,,,,,,,median raphe nucleus,,,,,,,,,,
PMnRt,,,,,,,,,"paramedian raphe nucleus, reticular part",,,,,,,,,,
PRn,,,,,,,,,raphe pontis nucleus,,,,,,,,,,
RIP,,,,,,,,,raphe interpositus nucleus,,,,,,,,,,
PnRF,,,,,,,,Pontine reticular formation,,,,,,,,,,,
PB,,,,,,,,,parabrachial nuclei,,,,,,,,,,
LPB,,,,,,,,,,lateral parabrachial nucleus,,,,,,,,,
LPBc,,,,,,,,,,,"lateral parabrachial nucleus, central part",,,,,,,,
LPBd,,,,,,,,,,,"lateral parabrachial nucleus, dorsal part",,,,,,,,
LPBe,,,,,,,,,,,"lateral parabrachial nucleus, external part",,,,,,,,
LPBs,,,,,,,,,,,"lateral parabrachial nucleus, superior part",,,,,,,,
MPB,,,,,,,,,,medial parabrachial nucleus,,,,,,,,,
MPBe,,,,,,,,,,,"medial parabrachial nucleus, external part",,,,,,,,
MPBm,,,,,,,,,,,"medial parabrachial nucleus, medial part",,,,,,,,
SPP,,,,,,,,,,subpeduncular pigmented nucleus,,,,,,,,,
SPB,,,,,,,,,,subparabrachial nucleus,,,,,,,,,
PnRt,,,,,,,,,reticular nuclei of pons,,,,,,,,,,
PnC,,,,,,,,,,"pontine reticular nucleus, caudal part",,,,,,,,,
PnO,,,,,,,,,,"pontine reticular nucleus, oral part",,,,,,,,,
PLN,,,,,,,,,,paralemniscal nucleus,,,,,,,,,
PMn,,,,,,,,,,paramedian reticular nucleus,,,,,,,,,
RtTg,,,,,,,,,,reticulotegmental nucleus,,,,,,,,,
RtTgD,,,,,,,,,,"reticulotegmental nucleus, dorsal part",,,,,,,,,
PnNA,,,,,,,,group of noradrenergic neurons in pons,,,,,,,,,,,
NC,,,,,,,,,nucleus coeruleus,,,,,,,,,,
SubC,,,,,,,,,subcoeruleus nucleus,,,,,,,,,,
SubCd,,,,,,,,,,"subcoeruleus nucleus, dorsal part",,,,,,,,,
SubCv,,,,,,,,,,"subcoeruleus nucleus, ventral part",,,,,,,,,
XPnTg,,,,,,,,other nuclei in pontine tegmentum,,,,,,,,,,,
Acs5,,,,,,,,,accessory trigeminal nucleus,,,,,,,,,,
AInS,,,,,,,,,alar interstitial nucleus,,,,,,,,,,
B9,,,,,,,,,B9 serotonin cells,,,,,,,,,,
Bar,,,,,,,,,Barrington's nucleus,,,,,,,,,,
PnCG,,,,,,,,,central gray of pons,,,,,,,,,,
CAT,,,,,,,,,central nucleus of acoustic tract,,,,,,,,,,
DTg,,,,,,,,,dorsal tegmental nucleus,,,,,,,,,,
DTgC,,,,,,,,,,"dorsal tegmental nucleus, central part",,,,,,,,,
DTgP,,,,,,,,,,"dorsal tegmental nucleus, pericentral part",,,,,,,,,
DMTg,,,,,,,,,dorsomedial tegmental area,,,,,,,,,,
PnE,,,,,,,,,ependyma and subependymal layers of pons,,,,,,,,,,
EpC,,,,,,,,,epicoeruleus nucleus,,,,,,,,,,
PnG,,,,,,,,,pontine gamma nucleus,,,,,,,,,,
IIMLF,,,,,,,,,intermediate interstitial nucleus of medial longitudinal fasciculus,,,,,,,,,,
IMLF,,,,,,,,,interstitial nucleus of medial longitudinal fasciculus,,,,,,,,,,
I5,,,,,,,,,intertrigeminal nucleus,,,,,,,,,,
JxO,,,,,,,,,juxtaolivary nucleus,,,,,,,,,,
KF,,,,,,,,,Koelliker-Fuse nucleus,,,,,,,,,,
LDTg,,,,,,,,,laterodorsal tegmental nucleus,,,,,,,,,,
LDTgD,,,,,,,,,,"laterodorsal tegmental nucleus, dorsal part",,,,,,,,,
LDTgV,,,,,,,,,,"laterodorsal tegmental nucleus, ventral part",,,,,,,,,
NI,,,,,,,,,nucleus incertus,,,,,,,,,,
K,,,,,,,,,nucleus K,,,,,,,,,,
L,,,,,,,,,nucleus L,,,,,,,,,,
Pa6,,,,,,,,,paraabducens nucleus,,,,,,,,,,
PCuN,,,,,,,,,pericuneate nuclei,,,,,,,,,,
LPCu,,,,,,,,,,lateral pericuneate nucleus,,,,,,,,,
MPCu,,,,,,,,,,medial pericuneate nucleus,,,,,,,,,
PF7,,,,,,,,,perifacial zone,,,,,,,,,,
PnBi,,,,,,,,,"pontobulbar nucleus, inferior part",,,,,,,,,,
P5,,,,,,,,,peritrigeminal zone,,,,,,,,,,
R7,,,,,,,,,retrofacial nucleus,,,,,,,,,,
RTz,,,,,,,,,retrotrapezoid nucleus,,,,,,,,,,
5N,,,,,,,,,trigeminal nuclei,,,,,,,,,,
VLTg,,,,,,,,,ventrolateral tegmental nucleus,,,,,,,,,,
SGe,,,,,,,,,supragenual nucleus,,,,,,,,,,
Mo,,,,,myelencephalon (medulla oblongata),,,,,,,,,,,,,,
MoPy,,,,,,pyramidal part of medulla oblongata,,,,,,,,,,,,,
Ar,,,,,,,arcuate nucleus of medulla oblongata,,,,,,,,,,,,
Ct,,,,,,,conterminal nucleus,,,,,,,,,,,,
MoTg,,,,,,tegmentum of medulla oblongata,,,,,,,,,,,,,
MoEN,,,,,,,efferent nuclei of cranial nerves in the medulla oblongata,,,,,,,,,,,,
Amb,,,,,,,,ambiguus nucleus,,,,,,,,,,,
AmbC,,,,,,,,,"ambiguus nucleus, compact part",,,,,,,,,,
AmbL,,,,,,,,,"ambiguus nucleus, loose part",,,,,,,,,,
AmbSC,,,,,,,,,"ambiguus nucleus, semicompact part",,,,,,,,,,
12N,,,,,,,,hypoglossal nucleus,,,,,,,,,,,
12GH,,,,,,,,,"hypoglossal nucleus, geniohyoid part",,,,,,,,,,
12L,,,,,,,,,"hypoglossal nucleus, lateral part",,,,,,,,,,
12M,,,,,,,,,"hypoglossal nucleus, medial part",,,,,,,,,,
12V,,,,,,,,,"hypoglossal nucleus, ventral part",,,,,,,,,,
InSV,,,,,,,,inferior salivatory nucleus,,,,,,,,,,,
10N,,,,,,,,dorsal motor nucleus of the vagus (vagal nucleus),,,,,,,,,,,
10CaI,,,,,,,,,"dorsal motor nucleus of vagus, caudointermediate part",,,,,,,,,,
10CeI,,,,,,,,,"dorsal motor nucleus of vagus, centrointermediate part",,,,,,,,,,
10DI,,,,,,,,,"dorsal motor nucleus of vagus, dorsointermediate part",,,,,,,,,,
10DR,,,,,,,,,"dorsal motor nucleus of vagus, dorsorostral part",,,,,,,,,,
10F,,,,,,,,,"dorsal motor nucleus of vagus, medial fringe",,,,,,,,,,
10VI,,,,,,,,,"dorsal motor nucleus of vagus, ventrointermediate part",,,,,,,,,,
10VR,,,,,,,,,"dorsal motor nucleus of the vagus, ventrorostral part",,,,,,,,,,
MoAN,,,,,,,afferent nuclei of cranial nerves in medulla oblongata,,,,,,,,,,,,
Sol,,,,,,,,solitary nucleus,,,,,,,,,,,
SolC,,,,,,,,,"solitary nucleus, commissural part",,,,,,,,,,
SolD,,,,,,,,,"solitary nucleus, dorsal part",,,,,,,,,,
SolDL,,,,,,,,,"solitary nucleus, dorsolateral part",,,,,,,,,,
SolG,,,,,,,,,"solitary nucleus, gelatinous part",,,,,,,,,,
SolIM,,,,,,,,,"solitary nucleus, intermediate part",,,,,,,,,,
SolI,,,,,,,,,"solitary nucleus, interstitial part",,,,,,,,,,
SolM,,,,,,,,,"solitary nucleus, medial part",,,,,,,,,,
SolPaC,,,,,,,,,"solitary nucleus, paracommissural part",,,,,,,,,,
SolV,,,,,,,,,"solitary nucleus, ventral part",,,,,,,,,,
SolVL,,,,,,,,,"solitary nucleus, ventrolateral part",,,,,,,,,,
SSol,,,,,,,,,subsolitary nucleus,,,,,,,,,,
PSol,,,,,,,,,parasolitary nucleus,,,,,,,,,,
Sp5,,,,,,,,spinal trigeminal nucleus,,,,,,,,,,,
Sp5C,,,,,,,,,"spinal trigeminal nucleus, caudal part",,,,,,,,,,
DM5,,,,,,,,,dorsomedial spinal trigeminal nucleus,,,,,,,,,,
Sp5ip,,,,,,,,,"spinal trigeminal nucleus, interpolar part",,,,,,,,,,
8Ve,,,,,,,,vestibular nuclei in medulla,,,,,,,,,,,
I8,,,,,,,,,interstial nucleus of the vestibulocochlear nerve,,,,,,,,,,
MVe,,,,,,,,,medial vestibular nucleus,,,,,,,,,,
MVeMC,,,,,,,,,,"medial vestibular nucleus, magnocellular part",,,,,,,,,
MVePC,,,,,,,,,,"medial vestibular nucleus, parvicellular part",,,,,,,,,
EVe,,,,,,,,,nucleus of origin of vestibular efferents of vestibular nerve,,,,,,,,,,
SpVe,,,,,,,,,spinal (inferior) vestibular nucleus,,,,,,,,,,
PaVe,,,,,,,,,paravestibular nucleus,,,,,,,,,,
MoSR,,,,,,,sensory relay nuclei in medulla oblongata,,,,,,,,,,,,
ECu,,,,,,,,external (accessory/lateral) cuneate nucleus,,,,,,,,,,,
Cu,,,,,,,,cuneate nucleus,,,,,,,,,,,
CuR,,,,,,,,,"cuneate nucleus, rotundus part",,,,,,,,,,
CuT,,,,,,,,,"cuneate nucleus, triangular part",,,,,,,,,,
Gr,,,,,,,,gracile nucleus,,,,,,,,,,,
GrC,,,,,,,,,"gracile nucleus, central part",,,,,,,,,,
GrR,,,,,,,,,"gracile nucleus, rostral part (shell)",,,,,,,,,,
PrCbN,,,,,,,precerebellar nuclei,,,,,,,,,,,,
Crb,,,,,,,,cribriform nucleus,,,,,,,,,,,
DPMn,,,,,,,,dorsal paramedian nucleus,,,,,,,,,,,
CDPMn,,,,,,,,,caudal dorsal paramedian nucleus,,,,,,,,,,
ODPMn,,,,,,,,,rostral (oral) dorsal paramedian nucleus,,,,,,,,,,
IO,,,,,,,,inferior olive,,,,,,,,,,,
IODM,,,,,,,,,"inferior olive, dorsomedial cell group",,,,,,,,,,
IOBe,,,,,,,,,"inferior olive, beta nucleus",,,,,,,,,,
IOD,,,,,,,,,"inferior olive, dorsal nucleus",,,,,,,,,,
IODC,,,,,,,,,"inferior olive, dorsal nucleus, caudal part",,,,,,,,,,
IOM,,,,,,,,,"inferior olive, medial nucleus",,,,,,,,,,
IOK,,,,,,,,,,Cap of Kooy of medial nucleus,,,,,,,,,
IOA,,,,,,,,,,subnucleus A of medial nucleus,,,,,,,,,
IOB,,,,,,,,,,subnucleus B of medial nucleus,,,,,,,,,
IOC,,,,,,,,,,subnucleus C of medial nucleus,,,,,,,,,
IOPr,,,,,,,,,"inferior olive, principal nucleus",,,,,,,,,,
IOVL,,,,,,,,,ventrolateral outgrowth of inferior olive,,,,,,,,,,
InM,,,,,,,,intercalated nucleus of medulla,,,,,,,,,,,
IPo,,,,,,,,interpositus nucleus,,,,,,,,,,,
PnbN,,,,,,,,pontobulbar nucleus,,,,,,,,,,,
PrH,,,,,,,,prepositus hypoglossal nucleus,,,,,,,,,,,
MoRF,,,,,,,medullary reticular formation,,,,,,,,,,,,
DRt,,,,,,,,dorsal reticular nucleus,,,,,,,,,,,
IRt,,,,,,,,intermediate reticular nucleus,,,,,,,,,,,
CVL,,,,,,,,,caudoventrolateral reticular nucleus,,,,,,,,,,
NA/A,,,,,,,,,noradrenaline/adrenaline cell group 1,,,,,,,,,,
RVRG,,,,,,,,,rostral ventral respiratory cell group,,,,,,,,,,
RVL,,,,,,,,,rostroventrolateral reticular nucleus of hindbrain,,,,,,,,,,
GiRt,,,,,,,,gigantocellular reticular nuclei,,,,,,,,,,,
GiRtA,,,,,,,,,alpha gigantocellular reticular nucleus,,,,,,,,,,
LPGi,,,,,,,,,lateral paragigantocellular nucleus,,,,,,,,,,
PGi,,,,,,,,,paragigantocellular nucleus,,,,,,,,,,
APGi,,,,,,,,,,alpha part of paragigantocellular nucleus,,,,,,,,,
DPGi,,,,,,,,,,dorsal paragigantocellular nucleus,,,,,,,,,
GiRtV,,,,,,,,,ventral gigantocellular reticular nucleus,,,,,,,,,,
LMRt,,,,,,,,lateral reticular nuclei,,,,,,,,,,,
LRt,,,,,,,,,lateral reticular nucleus (principal part),,,,,,,,,,
LRtMC,,,,,,,,,,"lateral reticular nucleus, magnocellular part",,,,,,,,,
LRtPC,,,,,,,,,,"lateral reticular nucleus, parvicellular part",,,,,,,,,
LRtS5,,,,,,,,,,"lateral reticular nucleus, subtrigeminal part",,,,,,,,,
Li,,,,,,,,linear nucleus of hindbrain,,,,,,,,,,,
MdD,,,,,,,,"medullary reticular nucleus, dorsal part (ventral reticular nucleus)",,,,,,,,,,,
MdV,,,,,,,,"medullary reticular nucleus, ventral part (medial reticular nucleus)",,,,,,,,,,,
PCRt,,,,,,,,parvicellular reticular nucleus,,,,,,,,,,,
PCRtA,,,,,,,,,alpha division of parvicellular reticular nucleus,,,,,,,,,,
MoRa,,,,,,,raphe nuclei in medulla oblongata,,,,,,,,,,,,
RMg,,,,,,,,raphe magnus nucleus,,,,,,,,,,,
ROb,,,,,,,,raphe obscurus nucleus,,,,,,,,,,,
RPa,,,,,,,,raphe pallidus nucleus,,,,,,,,,,,
NPRa,,,,,,,,nucleus pararaphales,,,,,,,,,,,
XMoTg,,,,,,,other nuclei in medullary tegmentum,,,,,,,,,,,,
Au,,,,,,,,austral nucleus,,,,,,,,,,,
BI,,,,,,,,basal interstitial nucleus,,,,,,,,,,,
Bo,,,,,,,,Bötzinger complex,,,,,,,,,,,
CGL,,,,,,,,central glial substance,,,,,,,,,,,
MoCG,,,,,,,,central gray of medulla oblongata,,,,,,,,,,,
DPO,,,,,,,,dorsal periolivary nucleus,,,,,,,,,,,
MoE,,,,,,,,ependyma and subependymal layers of the medulla,,,,,,,,,,,
EL,,,,,,,,endolemniscal nucleus,,,,,,,,,,,
EF,,,,,,,,epifascicular nucleus,,,,,,,,,,,
IF12,,,,,,,,interfascicular hypoglossal nucleus,,,,,,,,,,,
IB,,,,,,,,internal basal nucleus,,,,,,,,,,,
Nt,,,,,,,,notocuneate nucleus,,,,,,,,,,,
Z,,,,,,,,nucleus Z (posterodorsal subnucleus),,,,,,,,,,,
Y,,,,,,,,nucleus Y,,,,,,,,,,,
X,,,,,,,,nucleus X (preaccessory cuneate nucleus),,,,,,,,,,,
Ro,,,,,,,,nucleus of Roller,,,,,,,,,,,
Pa5,,,,,,,,paratrigeminal nucleus,,,,,,,,,,,
PeCu,,,,,,,,pericuneate nucleus,,,,,,,,,,,
Pe5,,,,,,,,peritrigeminal nucleus,,,,,,,,,,,
PrBo,,,,,,,,pre-Bötzinger complex,,,,,,,,,,,
RAmb,,,,,,,,retroambiguus nucleus,,,,,,,,,,,
SSp,,,,,,,,spinal accessory (supraspinal) nucleus,,,,,,,,,,,
SuL,,,,,,,,supralemniscal nucleus,,,,,,,,,,,
HWM,,,,white matter of hindbrain,,,,,,,,,,,,,,,
HV,,,,ventricles of hindbrain,,,,,,,,,,,,,,,
HSS,,,,surface structures of hindbrain,,,,,,,,,,,,,,,
SpC,,spinal cord,,,,,,,,,,,,,,,,,
SGM,,,gray matter of spinal cord (cervical),,,,,,,,,,,,,,,,
SpI,,,,laminar I of spinal cord,,,,,,,,,,,,,,,
SpII,,,,laminar II of spinal cord,,,,,,,,,,,,,,,
SpIII-IV,,,,laminar III and IV of spinal cord,,,,,,,,,,,,,,,
SpV-VI,,,,laminar V and VI of spinal cord,,,,,,,,,,,,,,,
SpVII,,,,laminar VII of spinal cord,,,,,,,,,,,,,,,
CeCv,,,,,central cervical nucleus of spinal cord,,,,,,,,,,,,,,
SpVIII,,,,laminar VIII of spinal cord,,,,,,,,,,,,,,,
SpIX,,,,laminar IX of spinal cord,,,,,,,,,,,,,,,
SpX,,,,laminar X of spinal cord,,,,,,,,,,,,,,,
SWM,,,white matter of spinal cord,,,,,,,,,,,,,,,,
dfs,,,,dorsal fasciculus of spinal cord,,,,,,,,,,,,,,,
lfs,,,,lateral fasciculus of spinal cord,,,,,,,,,,,,,,,
polt,,,,posterior lateral tract of spinal cord,,,,,,,,,,,,,,,
vfs,,,,ventral fasciculus of spinal cord,,,,,,,,,,,,,,,
SV,,,ventricle of spinal cord,,,,,,,,,,,,,,,,
cces,,,,central canal and ependyma of spinal cord,,,,,,,,,,,,,,,
SSS,,,surface structures of spinal cord,,,,,,,,,,,,,,,,
rsn,,,,roots of spinal nerves,,,,,,,,,,,,,,,
vmss,,,,ventral (anterior) median spinal sulcus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
